CaseOrder,StateId,State,CountyId,County,Population,AreaId,Area,TimeZoneId,TimeZone,Children,Age,GenerationId,Generation,Income,MaritalId,Marital,GenderId,Gender,Churn,Outage_sec_perweek,Outage_sec_perweek2,Email,Contacts,Yearly_equip_failure,Techie,Techie2,ContractId,Contract,Port_modem,Port_modem2,Tablet,Tablet2,Tablet3,InternetService,InternetService2,Phone,Phone2,Multiple,Multiple2,OnlineSecurity,OnlineSecurity2,OnlineBackup,OnlineBackup2,DeviceProtection,DeviceProtection2,TechSupport,TechSupport2,StreamingTV,StreamingTV2,StreamingMovies,StreamingMovies2,PaperlessBilling,PaperlessBilling2,PaymentMethodId,PaymentMethod,Tenure,Tenure2,MonthlyCharge,MonthlyCharge2,Bandwidth_GB_Year,Bandwidth_GB_Year2,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8
7271,42,NM,1185,Otero,518,2,Suburban,77,America/Denver,10,59,1,Boomers,89172.4,2,Never Married,0,Female,No,8.6,8.573533,12,1,0,0,No,2,Two Year,1,Yes,0,No,,#N/A,DSL,1,Yes,1,Yes,1,Yes,1,Yes,0,No,0,No,0,No,0,No,0,No,0,Bank Transfer(automatic),57.7,57.6549,149.97,149.9741,5652.7,5652.677937,3,3,3,5,5,2,4,3
7272,19,FL,181,Baker,5979,1,Urban,90,America/New_York,1,55,2,GerX,3024.35,3,Separated,1,Male,No,11.6,11.60999,15,3,2,0,No,0,Month-to-month,0,No,0,No,,None,None,1,Yes,1,Yes,0,No,1,Yes,0,No,0,No,0,No,1,Yes,0,No,11,Mailed Check,63.2,63.21638,169.97,169.9671,5597.7,5597.695081,3,3,3,5,2,3,4,3
7273,46,OK,1165,Oklahoma,20604,1,Urban,76,America/Chicago,0,30,4,Millennials,146544.6,4,Widowed,1,Male,No,12.1,12.10445,9,0,0,0,No,0,Month-to-month,0,No,0,No,,None,None,0,No,0,No,1,Yes,0,No,0,No,1,Yes,0,No,1,Yes,1,Yes,1,Credit Card (automatic),67.7,67.66242,129.99,129.9926,5926.8,5926.760477,2,2,2,4,3,3,2,3
7274,14,CA,629,Fresno,7862,2,Suburban,88,America/Los_Angeles,0,27,4,Millennials,26580,3,Separated,0,Female,No,8.9,8.925918,15,1,1,0,No,2,Two Year,1,Yes,1,Yes,,None,None,0,No,1,Yes,0,No,1,Yes,1,Yes,0,No,1,Yes,1,Yes,1,Yes,0,Bank Transfer(automatic),61.4,61.39024,242.66,242.6573,5809.5,5809.538819,4,4,3,4,4,4,5,4
7275,27,KY,681,Grant,3681,3,Rural,90,America/New_York,2,43,2,GerX,19274.89,4,Widowed,0,Female,No,11.7,11.69507,8,1,0,1,Yes,0,Month-to-month,1,Yes,0,No,,None,None,1,Yes,0,No,0,No,1,Yes,0,No,1,Yes,0,No,1,Yes,1,Yes,10,Electronic Check,65,65.01857,149.97,149.9707,5665.6,5665.576718,4,5,4,2,4,4,4,3
7276,37,NC,621,Forsyth,54413,3,Rural,90,America/New_York,0,52,2,GerX,17228.39,2,Never Married,0,Female,No,14,13.96182,13,1,0,0,No,0,Month-to-month,0,No,0,No,,#N/A,DSL,1,Yes,0,No,1,Yes,1,Yes,0,No,0,No,1,Yes,1,Yes,0,No,10,Electronic Check,63.2,63.23545,212.62,212.6228,6210.4,6210.36612,3,3,2,2,4,3,2,3
7277,22,IA,1695,Worth,356,1,Urban,76,America/Chicago,1,76,1,Boomers,37334.04,4,Widowed,0,Female,No,9.2,9.226263,7,0,0,0,No,0,Month-to-month,1,Yes,0,No,,Fiber Optic,Fiber Optic,1,Yes,0,No,0,No,1,Yes,0,No,1,Yes,0,No,1,Yes,0,No,10,Electronic Check,70.7,70.71182,182.45,182.447,5993.1,5993.09022,5,5,5,4,3,4,4,5
7278,54,TX,1385,San Patricio,9725,1,Urban,76,America/Chicago,7,47,2,GerX,54508.92,4,Widowed,0,Female,No,14,14.00312,11,1,1,1,Yes,2,Two Year,0,No,0,No,,Fiber Optic,Fiber Optic,1,Yes,1,Yes,0,No,1,Yes,1,Yes,0,No,1,Yes,0,No,1,Yes,10,Electronic Check,69,69.01347,204.96,204.9634,6322.6,6322.625755,2,3,2,3,4,2,2,3
7279,33,MN,1474,St. Louis,412,2,Suburban,76,America/Chicago,0,84,5,Post War,73795.85,0,Divorced,1,Male,No,11.2,11.19186,9,0,3,0,No,0,Month-to-month,0,No,1,Yes,,None,None,1,Yes,0,No,1,Yes,0,No,1,Yes,1,Yes,0,No,0,No,1,Yes,0,Bank Transfer(automatic),67.3,67.31311,107.53,107.5286,5646.6,5646.557605,5,6,5,2,5,3,3,3
7280,28,LA,130,Allen,10652,3,Rural,76,America/Chicago,3,78,5,Post War,32695.17,1,Married,0,Female,No,11.5,11.46998,11,2,0,0,No,2,Two Year,0,No,0,No,,#N/A,DSL,1,Yes,1,Yes,1,Yes,0,No,0,No,0,No,0,No,1,Yes,0,No,1,Credit Card (automatic),69.9,69.88786,162.47,162.4653,6442.9,6442.923528,3,2,4,3,4,4,4,3
7281,28,LA,563,East Feliciana,7114,2,Suburban,76,America/Chicago,2,89,5,Post War,40929.13,2,Never Married,0,Female,Yes,15.2,15.15079,5,0,0,1,Yes,0,Month-to-month,0,No,0,No,,#N/A,DSL,1,Yes,1,Yes,0,No,1,Yes,0,No,0,No,1,Yes,1,Yes,0,No,11,Mailed Check,57.1,57.06138,242.61,242.6106,5641.5,5641.483426,3,3,2,2,4,4,5,5
7282,34,MO,324,Callaway,21734,2,Suburban,76,America/Chicago,3,55,2,GerX,23381.3,4,Widowed,1,Male,No,10.9,10.92399,13,2,0,0,No,0,Month-to-month,0,No,0,No,,Fiber Optic,Fiber Optic,1,Yes,0,No,1,Yes,0,No,1,Yes,0,No,0,No,0,No,0,No,11,Mailed Check,57.1,57.07901,127.5,127.4958,4991.1,4991.10888,2,2,3,3,3,4,3,4
7283,14,CA,1376,San Francisco,3064,3,Rural,88,America/Los_Angeles,1,68,1,Boomers,93688.1,1,Married,0,Female,No,13.2,13.2191,9,2,0,1,Yes,0,Month-to-month,1,Yes,1,Yes,,Fiber Optic,Fiber Optic,1,Yes,0,No,0,No,0,No,0,No,1,Yes,0,No,0,No,1,Yes,10,Electronic Check,68.3,68.33384,124.96,124.9643,5570.8,5570.802113,4,3,4,3,5,3,3,2
7284,51,SC,1590,Union,1136,3,Rural,90,America/New_York,1,86,5,Post War,54539.52,4,Widowed,1,Male,No,11.7,11.7083,12,2,0,0,No,0,Month-to-month,1,Yes,1,Yes,,None,None,1,Yes,1,Yes,0,No,0,No,1,Yes,0,No,0,No,0,No,0,No,10,Electronic Check,55.7,55.69275,125.01,125.0073,4711.1,4711.062821,3,2,3,3,5,4,3,3
7285,22,IA,1689,Woodbury,719,2,Suburban,76,America/Chicago,3,57,2,GerX,44270.5,3,Separated,0,Female,No,10.9,10.90297,14,2,0,0,No,2,Two Year,1,Yes,0,No,,Fiber Optic,Fiber Optic,1,Yes,0,No,1,Yes,0,No,0,No,1,Yes,0,No,1,Yes,0,No,11,Mailed Check,65.5,65.50792,162.47,162.4689,5671.8,5671.770421,3,2,3,3,4,3,3,1
7286,33,MN,1488,Stearns,10622,3,Rural,76,America/Chicago,2,61,1,Boomers,61840.28,2,Never Married,0,Female,No,10.5,10.51096,11,0,1,0,No,1,One year,0,No,0,No,,Fiber Optic,Fiber Optic,0,No,0,No,0,No,1,Yes,0,No,0,No,1,Yes,1,Yes,1,Yes,0,Bank Transfer(automatic),53.5,53.53017,230.11,230.1051,4958.5,4958.500526,3,2,3,3,6,2,1,2
7287,24,IL,960,Logan,561,1,Urban,76,America/Chicago,2,86,5,Post War,41998.76,4,Widowed,0,Female,No,10.7,10.70391,9,0,0,0,No,0,Month-to-month,0,No,0,No,,Fiber Optic,Fiber Optic,1,Yes,1,Yes,0,No,0,No,1,Yes,0,No,0,No,1,Yes,1,Yes,11,Mailed Check,46.2,46.21777,192.47,192.4705,4042.9,4042.881848,4,4,3,4,3,5,5,4
7288,60,WV,1279,Preston,1134,2,Suburban,90,America/New_York,3,19,3,GerZ,38329.67,2,Never Married,1,Male,No,9.5,9.535058,15,3,0,0,No,0,Month-to-month,1,Yes,0,No,,Fiber Optic,Fiber Optic,1,Yes,1,Yes,1,Yes,0,No,0,No,1,Yes,0,No,1,Yes,1,Yes,1,Credit Card (automatic),65.9,65.93142,194.97,194.9744,5985.3,5985.296176,3,3,2,3,3,4,6,5
7289,29,MA,624,Franklin,5123,3,Rural,90,America/New_York,0,58,1,Boomers,18081.89,0,Divorced,0,Female,No,6.9,6.87882,9,1,0,1,Yes,0,Month-to-month,1,Yes,0,No,,None,None,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,0,No,0,No,1,Yes,11,Mailed Check,61.4,61.35337,130.02,130.0244,5255.2,5255.178769,4,4,3,3,4,3,4,3
7290,44,NY,1122,New York,27726,3,Rural,90,America/New_York,3,44,2,GerX,22690.69,3,Separated,1,Male,No,3.9,3.892708,13,0,1,0,No,2,Two Year,0,No,0,No,,Fiber Optic,Fiber Optic,1,Yes,0,No,1,Yes,0,No,1,Yes,1,Yes,1,Yes,0,No,1,Yes,10,Electronic Check,66.3,66.2968,164.99,164.9889,5947.4,5947.364442,4,4,3,2,5,3,3,2
7291,45,OH,637,Gallia,14630,2,Suburban,90,America/New_York,0,53,2,GerX,13227.96,1,Married,0,Female,Yes,8.5,8.485172,17,2,0,0,No,0,Month-to-month,0,No,0,No,,#N/A,DSL,1,Yes,1,Yes,0,No,0,No,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Credit Card (automatic),57.1,57.10479,232.62,232.624,5611.8,5611.83506,5,5,4,3,4,4,5,3
7292,34,MO,1497,Stone,5105,3,Rural,76,America/Chicago,3,23,3,GerZ,6218.74,3,Separated,0,Female,No,11.6,11.6058,13,2,0,0,No,1,One year,1,Yes,1,Yes,,None,None,1,Yes,0,No,1,Yes,1,Yes,1,Yes,0,No,1,Yes,1,Yes,1,Yes,10,Electronic Check,62,61.9635,212.67,212.6695,5965.2,5965.231611,5,5,4,3,3,4,4,4
7293,34,MO,311,Butler,35118,2,Suburban,76,America/Chicago,1,67,1,Boomers,53431.85,2,Never Married,0,Female,No,4.9,4.873074,13,2,0,0,No,1,One year,1,Yes,0,No,,Fiber Optic,Fiber Optic,1,Yes,0,No,0,No,1,Yes,1,Yes,1,Yes,1,Yes,0,No,1,Yes,10,Electronic Check,52.5,52.53762,184.97,184.967,4654.7,4654.72171,3,4,3,4,2,4,5,3
7294,48,PA,913,Lancaster,2750,3,Rural,90,America/New_York,2,68,1,Boomers,58086.96,3,Separated,1,Male,No,6.9,6.945499,11,1,0,0,No,2,Two Year,1,Yes,0,No,,#N/A,DSL,1,Yes,0,No,1,Yes,0,No,1,Yes,0,No,0,No,1,Yes,0,No,11,Mailed Check,48.2,48.17117,142.48,142.4827,4761,4760.987806,5,5,5,5,2,5,5,3
7295,44,NY,513,Delaware,84,1,Urban,90,America/New_York,8,72,1,Boomers,97539.36,0,Divorced,1,Male,No,11.8,11.7725,12,1,0,0,No,1,One year,0,No,0,No,,Fiber Optic,Fiber Optic,1,Yes,1,Yes,0,No,0,No,1,Yes,1,Yes,1,Yes,1,Yes,0,No,0,Bank Transfer(automatic),69.8,69.81825,265.15,265.147,6556.2,6556.237246,3,3,3,2,5,2,3,4
7296,22,IA,865,Keokuk,707,3,Rural,76,America/Chicago,1,68,1,Boomers,23743.51,0,Divorced,0,Female,No,10.3,10.30211,14,0,0,0,No,0,Month-to-month,0,No,0,No,,None,None,1,Yes,1,Yes,0,No,0,No,0,No,1,Yes,0,No,0,No,1,Yes,10,Electronic Check,66.2,66.19713,124.99,124.9935,5467.7,5467.675628,2,2,3,5,2,3,4,3
7297,40,NH,341,Carroll,979,1,Urban,90,America/New_York,2,41,4,Millennials,43271.39,1,Married,0,Female,No,6.4,6.444829,11,1,0,0,No,0,Month-to-month,1,Yes,0,No,,#N/A,DSL,1,Yes,0,No,0,No,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,0,Bank Transfer(automatic),59.5,59.53825,222.61,222.6143,5934.2,5934.1799,7,7,8,4,5,4,5,3
7298,22,IA,739,Harrison,433,1,Urban,76,America/Chicago,8,24,3,GerZ,34544.45,1,Married,0,Female,No,16.4,16.38667,16,1,0,0,No,2,Two Year,1,Yes,1,Yes,,#N/A,DSL,1,Yes,1,Yes,1,Yes,1,Yes,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Credit Card (automatic),54.6,54.64119,257.64,257.6375,5920.5,5920.52411,4,4,4,4,3,3,4,2
7299,48,PA,401,Clarion,3122,1,Urban,90,America/New_York,3,63,1,Boomers,100711.6,0,Divorced,1,Male,No,8.7,8.65099,10,2,0,0,No,0,Month-to-month,1,Yes,1,Yes,,#N/A,DSL,1,Yes,1,Yes,0,No,0,No,0,No,1,Yes,1,Yes,0,No,1,Yes,10,Electronic Check,54,54.01325,162.45,162.4538,5203.7,5203.678475,2,3,4,4,2,3,4,3
7300,24,IL,413,Clinton,6279,3,Rural,76,America/Chicago,3,50,2,GerX,13827.11,0,Divorced,1,Male,No,8.8,8.826254,9,0,0,0,No,1,One year,1,Yes,1,Yes,,None,None,1,Yes,0,No,1,Yes,1,Yes,1,Yes,0,No,0,No,1,Yes,0,No,10,Electronic Check,63.4,63.43312,152.5,152.5022,5781.8,5781.814396,4,4,3,2,6,3,3,4
7301,27,KY,684,Graves,1860,3,Rural,76,America/Chicago,5,22,3,GerZ,47461.38,0,Divorced,1,Male,No,8.6,8.637222,8,1,0,0,No,0,Month-to-month,1,Yes,1,Yes,,Fiber Optic,Fiber Optic,1,Yes,1,Yes,0,No,1,Yes,0,No,1,Yes,0,No,0,No,0,No,10,Electronic Check,56.5,56.53814,179.97,179.9656,5126.5,5126.470699,3,2,4,4,2,4,4,4
7302,40,NH,1500,Strafford,21519,2,Suburban,90,America/New_York,3,23,3,GerZ,36537.4,3,Separated,0,Female,No,9.3,9.270473,10,3,0,0,No,2,Two Year,1,Yes,1,Yes,,Fiber Optic,Fiber Optic,1,Yes,0,No,0,No,1,Yes,1,Yes,0,No,0,No,1,Yes,1,Yes,11,Mailed Check,64.9,64.9277,182.46,182.4608,5835.3,5835.311159,7,6,5,4,4,6,3,4
7303,54,TX,984,Madison,1819,2,Suburban,76,America/Chicago,0,67,1,Boomers,106307.8,3,Separated,1,Male,No,7.6,7.567884,10,0,0,0,No,1,One year,0,No,0,No,,None,None,1,Yes,1,Yes,0,No,0,No,0,No,1,Yes,0,No,1,Yes,1,Yes,11,Mailed Check,63.6,63.63211,159.98,159.9805,5472,5471.963232,4,3,3,3,2,4,5,3
7304,12,AR,468,Craighead,2465,1,Urban,76,America/Chicago,3,27,4,Millennials,80551.29,4,Widowed,0,Female,No,10.5,10.48875,13,1,0,0,No,0,Month-to-month,1,Yes,0,No,,#N/A,DSL,1,Yes,0,No,0,No,1,Yes,0,No,0,No,0,No,0,No,0,No,11,Mailed Check,49.3,49.26265,114.95,114.9509,4707.3,4707.304977,2,3,3,3,3,3,3,4
7305,44,NY,115,Albany,6047,3,Rural,90,America/New_York,3,47,2,GerX,25130.62,4,Widowed,1,Male,No,10.9,10.85783,8,3,1,0,No,2,Two Year,1,Yes,1,Yes,,#N/A,DSL,1,Yes,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No,1,Yes,10,Electronic Check,62.6,62.64968,104.98,104.9781,5812.1,5812.078197,4,3,4,2,3,3,5,2
7306,54,TX,738,Harris,12424,2,Suburban,76,America/Chicago,3,88,5,Post War,20307.18,2,Never Married,0,Female,No,8.6,8.60264,14,1,1,1,Yes,0,Month-to-month,1,Yes,0,No,,#N/A,DSL,1,Yes,0,No,0,No,0,No,0,No,0,No,0,No,0,No,1,Yes,10,Electronic Check,57.9,57.86878,92.46,92.45514,5118.5,5118.485777,2,4,3,5,3,4,4,3
7307,61,WY,115,Albany,12,2,Suburban,77,America/Denver,3,41,4,Millennials,29921.91,3,Separated,0,Female,No,10.8,10.83099,10,1,0,0,No,0,Month-to-month,1,Yes,0,No,,Fiber Optic,Fiber Optic,1,Yes,0,No,1,Yes,0,No,1,Yes,0,No,0,No,1,Yes,1,Yes,0,Bank Transfer(automatic),48.4,48.39095,162.48,162.4827,4402.5,4402.52349,2,3,3,2,4,3,2,2
7308,44,NY,1405,Schoharie,2388,2,Suburban,90,America/New_York,6,31,4,Millennials,26624.15,3,Separated,0,Female,No,10,9.972162,15,0,1,0,No,2,Two Year,1,Yes,1,Yes,,Fiber Optic,Fiber Optic,1,Yes,1,Yes,0,No,1,Yes,0,No,1,Yes,1,Yes,1,Yes,0,No,1,Credit Card (automatic),59.6,59.6238,275.12,275.1198,5755.6,5755.570849,3,4,4,4,4,2,2,4
7309,26,KS,165,Atchison,1148,2,Suburban,76,America/Chicago,1,76,1,Boomers,39070.38,0,Divorced,1,Male,No,10.9,10.9073,11,1,0,0,No,0,Month-to-month,1,Yes,1,Yes,,#N/A,DSL,1,Yes,1,Yes,0,No,0,No,1,Yes,0,No,0,No,1,Yes,0,No,11,Mailed Check,61.3,61.30659,172.47,172.4705,5777,5777.009445,3,4,4,3,4,4,4,4
7310,24,IL,1340,Rock Island,10621,3,Rural,76,America/Chicago,3,57,2,GerX,12515.49,0,Divorced,1,Male,No,6.2,6.229402,9,2,2,0,No,0,Month-to-month,0,No,0,No,,Fiber Optic,Fiber Optic,1,Yes,0,No,0,No,0,No,0,No,0,No,1,Yes,1,Yes,1,Yes,11,Mailed Check,64.3,64.29382,207.61,207.6094,5837.4,5837.413915,4,5,5,2,5,2,2,3
7311,55,UT,1370,Salt Lake,25240,2,Suburban,77,America/Denver,4,39,4,Millennials,42914.32,4,Widowed,0,Female,No,13.2,13.19651,9,0,2,0,No,0,Month-to-month,0,No,1,Yes,,#N/A,DSL,1,Yes,0,No,1,Yes,0,No,0,No,1,Yes,1,Yes,1,Yes,0,No,11,Mailed Check,51.6,51.62495,202.64,202.6362,5335.1,5335.120882,4,4,4,3,3,4,4,4
7312,48,PA,913,Lancaster,1098,2,Suburban,90,America/New_York,0,39,4,Millennials,112803.7,0,Divorced,0,Female,No,7.6,7.577211,17,1,0,0,No,0,Month-to-month,1,Yes,0,No,,Fiber Optic,Fiber Optic,1,Yes,1,Yes,1,Yes,0,No,0,No,0,No,1,Yes,0,No,0,No,10,Electronic Check,53.1,53.07792,172.46,172.4624,4723.7,4723.704977,6,5,5,4,2,3,3,5
7313,38,ND,1501,Stutsman,479,1,Urban,76,America/Chicago,2,65,1,Boomers,27669.81,3,Separated,0,Female,No,10.3,10.29073,12,0,1,0,No,2,Two Year,0,No,1,Yes,,#N/A,DSL,1,Yes,0,No,1,Yes,0,No,0,No,0,No,1,Yes,1,Yes,1,Yes,1,Credit Card (automatic),68.6,68.57417,190.13,190.127,6572.8,6572.766125,3,3,1,4,3,4,3,5
7314,30,MD,139,Anne Arundel,146,3,Rural,90,America/New_York,2,55,2,GerX,22011.62,1,Married,1,Male,No,13.4,13.36178,12,3,0,0,No,1,One year,0,No,1,Yes,,Fiber Optic,Fiber Optic,1,Yes,1,Yes,0,No,1,Yes,1,Yes,0,No,1,Yes,1,Yes,0,No,11,Mailed Check,63.7,63.73496,275.13,275.1336,6018.5,6018.481264,4,4,3,3,3,3,3,3
7315,33,MN,1089,Morrison,1442,2,Suburban,76,America/Chicago,3,77,5,Post War,1737.57,1,Married,0,Female,No,10.5,10.49734,9,2,0,0,No,1,One year,1,Yes,0,No,,None,None,1,Yes,1,Yes,0,No,1,Yes,0,No,0,No,1,Yes,1,Yes,1,Yes,0,Bank Transfer(automatic),59.7,59.66552,230.13,230.1344,5511.5,5511.495437,2,4,3,5,3,4,3,4
7316,60,WV,722,Hampshire,2696,1,Urban,90,America/New_York,2,21,3,GerZ,93786.55,3,Separated,1,Male,No,15.3,15.27078,10,1,1,0,No,2,Two Year,0,No,0,No,,Fiber Optic,Fiber Optic,1,Yes,1,Yes,1,Yes,0,No,1,Yes,0,No,1,Yes,1,Yes,0,No,1,Credit Card (automatic),63.8,63.7669,255.16,255.1555,6113.8,6113.785106,4,4,4,2,4,2,4,2
7317,35,MS,1167,Oktibbeha,3015,2,Suburban,76,America/Chicago,1,33,4,Millennials,83992.54,4,Widowed,0,Female,No,10,9.988389,13,0,0,0,No,1,One year,0,No,1,Yes,,#N/A,DSL,1,Yes,0,No,1,Yes,1,Yes,0,No,0,No,0,No,1,Yes,0,No,10,Electronic Check,49.9,49.92224,152.46,152.4555,4915,4914.99202,3,4,4,3,3,5,4,4
7318,39,NE,1313,Red Willow,217,3,Rural,76,America/Chicago,1,21,3,GerZ,72202.98,3,Separated,1,Male,No,5.9,5.921325,12,1,0,0,No,2,Two Year,0,No,1,Yes,,None,None,1,Yes,0,No,0,No,0,No,0,No,1,Yes,1,Yes,0,No,0,No,10,Electronic Check,45.8,45.8143,117.47,117.472,4122.6,4122.56284,3,2,4,3,4,4,2,3
7319,34,MO,451,Cooper,1408,2,Suburban,76,America/Chicago,1,73,1,Boomers,48830.79,4,Widowed,0,Female,No,7.3,7.277887,13,2,0,0,No,2,Two Year,0,No,0,No,,Fiber Optic,Fiber Optic,1,Yes,1,Yes,0,No,1,Yes,0,No,0,No,0,No,0,No,0,No,0,Bank Transfer(automatic),69.3,69.348,167.46,167.4564,5799.1,5799.124998,5,5,4,6,2,4,6,4
7320,57,VT,227,Bennington,4022,3,Rural,90,America/New_York,1,89,5,Post War,22892.91,0,Divorced,1,Male,No,8,8.011535,13,1,0,0,No,1,One year,1,Yes,1,Yes,,#N/A,DSL,1,Yes,1,Yes,0,No,0,No,0,No,0,No,1,Yes,1,Yes,0,No,11,Mailed Check,66.3,66.31286,220.11,220.1149,6321.8,6321.808564,2,3,4,4,3,3,3,4
7321,35,MS,1576,Tunica,3074,2,Suburban,76,America/Chicago,2,34,4,Millennials,42532.49,0,Divorced,1,Male,No,7.1,7.107692,12,0,2,1,Yes,2,Two Year,0,No,1,Yes,,None,None,1,Yes,0,No,0,No,1,Yes,1,Yes,0,No,0,No,1,Yes,1,Yes,10,Electronic Check,71.3,71.27541,149.98,149.9845,6370.9,6370.865009,3,3,3,4,4,2,3,2
7322,11,AL,823,Jackson,237,1,Urban,76,America/Chicago,4,19,3,GerZ,9566.65,3,Separated,0,Female,No,14,14.04224,5,2,0,0,No,2,Two Year,1,Yes,1,Yes,,#N/A,DSL,1,Yes,0,No,1,Yes,0,No,1,Yes,0,No,1,Yes,1,Yes,0,No,11,Mailed Check,67,66.99456,202.65,202.65,6740.9,6740.868766,5,5,4,2,4,3,3,3
7323,50,RI,863,Kent,29007,1,Urban,90,America/New_York,1,40,4,Millennials,45822.57,3,Separated,2,Nonbinary,No,12.3,12.31779,12,0,0,0,No,0,Month-to-month,0,No,1,Yes,,Fiber Optic,Fiber Optic,1,Yes,0,No,0,No,1,Yes,0,No,0,No,0,No,1,Yes,0,No,1,Credit Card (automatic),59.9,59.90148,169.94,169.9378,5217.2,5217.193169,5,4,5,2,6,5,5,4
7324,11,AL,585,Elmore,2084,2,Suburban,76,America/Chicago,2,72,1,Boomers,74964.31,3,Separated,1,Male,No,9.5,9.513491,7,2,0,0,No,0,Month-to-month,0,No,0,No,,#N/A,DSL,1,Yes,0,No,0,No,1,Yes,0,No,0,No,0,No,1,Yes,1,Yes,10,Electronic Check,47.3,47.30434,149.94,149.9378,4610.5,4610.488208,5,5,6,4,5,4,3,3
7325,54,TX,1650,Webb,353,3,Rural,76,America/Chicago,1,49,2,GerX,40675.75,0,Divorced,1,Male,No,12.9,12.89979,10,0,1,0,No,1,One year,1,Yes,1,Yes,,#N/A,DSL,1,Yes,0,No,0,No,0,No,1,Yes,0,No,0,No,0,No,0,No,11,Mailed Check,52.1,52.09557,104.98,104.9781,4879.2,4879.170769,1,1,2,3,3,2,2,2
7326,14,CA,1374,San Bernardino,26563,3,Rural,88,America/Los_Angeles,2,65,1,Boomers,45020.53,4,Widowed,1,Male,No,8.6,8.595477,10,2,0,0,No,1,One year,1,Yes,1,Yes,,#N/A,DSL,1,Yes,0,No,0,No,1,Yes,0,No,0,No,0,No,0,No,0,No,11,Mailed Check,61.4,61.37365,114.95,114.9509,5626.6,5626.567359,4,4,5,2,5,4,4,5
7327,59,WI,681,Grant,1312,1,Urban,76,America/Chicago,1,89,5,Post War,13219.33,4,Widowed,1,Male,No,5.3,5.341231,10,1,0,0,No,1,One year,1,Yes,0,No,,Fiber Optic,Fiber Optic,1,Yes,1,Yes,0,No,0,No,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,10,Electronic Check,49.6,49.61909,265.15,265.147,4629.9,4629.932238,3,4,3,4,3,3,2,3
7328,13,AZ,420,Coconino,46041,1,Urban,94,America/Phoenix,3,44,2,GerX,24283.07,2,Never Married,1,Male,No,8.7,8.6976,12,1,0,0,No,1,One year,1,Yes,0,No,,Fiber Optic,Fiber Optic,1,Yes,1,Yes,0,No,0,No,0,No,0,No,0,No,0,No,1,Yes,0,Bank Transfer(automatic),54,53.96674,144.96,144.9607,4683.8,4683.762963,4,4,4,2,3,3,4,3
7329,58,WA,681,Grant,687,2,Suburban,88,America/Los_Angeles,0,42,2,GerX,24137.89,1,Married,1,Male,Yes,6.4,6.390988,6,2,0,0,No,0,Month-to-month,1,Yes,0,No,,None,None,1,Yes,1,Yes,0,No,1,Yes,0,No,0,No,1,Yes,1,Yes,0,No,0,Bank Transfer(automatic),56.3,56.26118,230.13,230.1344,5302,5302.002755,3,3,2,3,2,3,3,4
7330,20,GA,1159,Oglethorpe,1277,2,Suburban,90,America/New_York,4,41,4,Millennials,12083.45,4,Widowed,1,Male,No,7.8,7.774689,15,1,0,0,No,0,Month-to-month,1,Yes,0,No,,None,None,1,Yes,0,No,1,Yes,1,Yes,0,No,0,No,0,No,0,No,0,No,0,Bank Transfer(automatic),59.5,59.49517,104.99,104.9923,5274.6,5274.614337,2,3,2,4,4,3,3,2
7331,14,CA,963,Los Angeles,139,3,Rural,88,America/Los_Angeles,1,37,4,Millennials,22019.01,1,Married,1,Male,No,8.5,8.517013,13,1,0,0,No,1,One year,1,Yes,0,No,,None,None,1,Yes,1,Yes,1,Yes,0,No,1,Yes,1,Yes,1,Yes,0,No,0,No,11,Mailed Check,47.3,47.2887,165.02,165.0182,4423.2,4423.213665,4,3,4,4,1,4,4,2
7332,45,OH,1484,Stark,3015,3,Rural,90,America/New_York,4,23,3,GerZ,54773.38,0,Divorced,1,Male,No,6.3,6.301705,8,2,3,0,No,0,Month-to-month,1,Yes,1,Yes,,Fiber Optic,Fiber Optic,1,Yes,0,No,0,No,0,No,1,Yes,0,No,1,Yes,1,Yes,1,Yes,11,Mailed Check,48,47.99026,220.13,220.1323,4728.9,4728.939595,3,3,3,4,3,3,3,2
7333,52,SD,402,Clark,286,2,Suburban,76,America/Chicago,7,67,1,Boomers,23372.7,4,Widowed,0,Female,No,12.7,12.69243,11,0,0,0,No,1,One year,1,Yes,1,Yes,,Fiber Optic,Fiber Optic,1,Yes,0,No,0,No,1,Yes,0,No,0,No,1,Yes,1,Yes,0,No,0,Bank Transfer(automatic),60.9,60.89564,230.11,230.1051,5696.3,5696.26264,4,5,5,5,3,4,5,4
7334,33,MN,1189,Otter Tail,502,1,Urban,76,America/Chicago,0,36,4,Millennials,42670.92,2,Never Married,1,Male,No,11.9,11.92901,12,2,0,0,No,0,Month-to-month,0,No,0,No,,None,None,1,Yes,0,No,1,Yes,0,No,1,Yes,0,No,0,No,1,Yes,0,No,1,Credit Card (automatic),56.6,56.56535,130.01,130.0064,5078.6,5078.641529,4,4,5,3,4,4,3,2
